"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000020010","ENSMUSG00000020010","ensembl_havana","7","Vnn3","protein_coding",NA
"ENSMUSG00000020014","ENSMUSG00000020014","ensembl_havana","15","Cfap54","protein_coding",NA
"ENSMUSG00000020015","ENSMUSG00000020015","ensembl","9","Cdk17","protein_coding",NA
"ENSMUSG00000020017","ENSMUSG00000020017","ensembl_havana","14","Hal","protein_coding",NA
"ENSMUSG00000020018","ENSMUSG00000020018","ensembl_havana","6","Snrpf","protein_coding",NA
"ENSMUSG00000020019","ENSMUSG00000020019","ensembl_havana","4","Ntn4","protein_coding",NA
"ENSMUSG00000020020","ENSMUSG00000020020","ensembl","7","Usp44","protein_coding",NA
"ENSMUSG00000020021","ENSMUSG00000020021","ensembl_havana","4","Fgd6","protein_coding",NA
"ENSMUSG00000020022","ENSMUSG00000020022","ensembl_havana","16","Ndufa12","protein_coding",NA
"ENSMUSG00000020023","ENSMUSG00000020023","ensembl_havana","17","Tmcc3","protein_coding",NA
"ENSMUSG00000020024","ENSMUSG00000020024","ensembl","6","Cep83","protein_coding",NA
"ENSMUSG00000020027","ENSMUSG00000020027","ensembl_havana","18","Socs2","protein_coding",NA
"ENSMUSG00000020029","ENSMUSG00000020029","ensembl","5","Nudt4","protein_coding",NA
"ENSMUSG00000020032","ENSMUSG00000020032","ensembl_havana","14","Nuak1","protein_coding",NA
"ENSMUSG00000020033","ENSMUSG00000020033","ensembl_havana","2","4930463O16Rik","lincRNA",NA
"ENSMUSG00000020034","ENSMUSG00000020034","ensembl_havana","7","Tcp11l2","protein_coding",NA
"ENSMUSG00000020037","ENSMUSG00000020037","ensembl_havana","15","Rfx4","protein_coding",NA
"ENSMUSG00000020038","ENSMUSG00000020038","ensembl","9","Cry1","protein_coding",NA
"ENSMUSG00000020042","ENSMUSG00000020042","ensembl_havana","15","Btbd11","protein_coding",NA
"ENSMUSG00000020044","ENSMUSG00000020044","ensembl_havana","13","Timp3","protein_coding",NA
"ENSMUSG00000020048","ENSMUSG00000020048","ensembl_havana","13","Hsp90b1","protein_coding",NA
"ENSMUSG00000020051","ENSMUSG00000020051","ensembl_havana","15","Pah","protein_coding",NA
"ENSMUSG00000020052","ENSMUSG00000020052","ensembl_havana","7","Ascl1","protein_coding",NA
"ENSMUSG00000020053","ENSMUSG00000020053","ensembl_havana","18","Igf1","protein_coding",NA
"ENSMUSG00000020056","ENSMUSG00000020056","ensembl_havana","16","Ccdc53","protein_coding",NA
"ENSMUSG00000020057","ENSMUSG00000020057","ensembl_havana","2","Dram1","protein_coding",NA
"ENSMUSG00000020059","ENSMUSG00000020059","ensembl_havana","9","Sycp3","protein_coding",NA
"ENSMUSG00000020061","ENSMUSG00000020061","ensembl_havana","17","Mybpc1","protein_coding",NA
"ENSMUSG00000020062","ENSMUSG00000020062","ensembl","6","Slc5a8","protein_coding",NA
"ENSMUSG00000020063","ENSMUSG00000020063","ensembl_havana","16","Sirt1","protein_coding",NA
"ENSMUSG00000020064","ENSMUSG00000020064","ensembl","8","Herc4","protein_coding",NA
"ENSMUSG00000020067","ENSMUSG00000020067","ensembl","7","Mypn","protein_coding",NA
"ENSMUSG00000020069","ENSMUSG00000020069","ensembl_havana","16","Hnrnph3","protein_coding",NA
"ENSMUSG00000020070","ENSMUSG00000020070","ensembl_havana","18","Rufy2","protein_coding",NA
"ENSMUSG00000020072","ENSMUSG00000020072","ensembl_havana","14","Pbld2","protein_coding",NA
"ENSMUSG00000020074","ENSMUSG00000020074","ensembl","6","Ccar1","protein_coding",NA
"ENSMUSG00000020075","ENSMUSG00000020075","ensembl","7","Ddx21","protein_coding",NA
"ENSMUSG00000020076","ENSMUSG00000020076","ensembl","6","Ddx50","protein_coding",NA
"ENSMUSG00000020077","ENSMUSG00000020077","ensembl_havana","14","Srgn","protein_coding",NA
"ENSMUSG00000020078","ENSMUSG00000020078","ensembl","15","Vps26a","protein_coding",NA
"ENSMUSG00000020079","ENSMUSG00000020079","ensembl_havana","15","Supv3l1","protein_coding",NA
"ENSMUSG00000020080","ENSMUSG00000020080","ensembl_havana","8","Hkdc1","protein_coding",NA
"ENSMUSG00000020081","ENSMUSG00000020081","ensembl","5","Tacr2","protein_coding",NA
"ENSMUSG00000020083","ENSMUSG00000020083","ensembl_havana","13","2010107G23Rik","protein_coding",NA
"ENSMUSG00000020085","ENSMUSG00000020085","ensembl_havana","15","Aifm2","protein_coding",NA
"ENSMUSG00000020086","ENSMUSG00000020086","ensembl_havana","6","H2afy2","protein_coding",NA
"ENSMUSG00000020087","ENSMUSG00000020087","ensembl","4","Tysnd1","protein_coding",NA
"ENSMUSG00000020088","ENSMUSG00000020088","ensembl","9","Sar1a","protein_coding",NA
"ENSMUSG00000020089","ENSMUSG00000020089","ensembl_havana","8","Ppa1","protein_coding",NA
"ENSMUSG00000020090","ENSMUSG00000020090","ensembl_havana","7","Npffr1","protein_coding",NA
"ENSMUSG00000020091","ENSMUSG00000020091","ensembl","14","Eif4ebp2","protein_coding",NA
"ENSMUSG00000020092","ENSMUSG00000020092","ensembl","8","Pald1","protein_coding",NA
"ENSMUSG00000020096","ENSMUSG00000020096","ensembl_havana","19","Tbata","protein_coding",NA
"ENSMUSG00000020097","ENSMUSG00000020097","ensembl_havana","14","Sgpl1","protein_coding",NA
"ENSMUSG00000020098","ENSMUSG00000020098","ensembl","6","Pcbd1","protein_coding",NA
"ENSMUSG00000020099","ENSMUSG00000020099","ensembl","7","Unc5b","protein_coding",NA
"ENSMUSG00000020100","ENSMUSG00000020100","ensembl_havana","15","Slc29a3","protein_coding",NA
"ENSMUSG00000020101","ENSMUSG00000020101","ensembl_havana","14","Vsir","protein_coding",NA
"ENSMUSG00000020102","ENSMUSG00000020102","ensembl","14","Slc16a7","protein_coding",NA
"ENSMUSG00000020105","ENSMUSG00000020105","ensembl","8","Lrig3","protein_coding",NA
"ENSMUSG00000020107","ENSMUSG00000020107","ensembl_havana","10","Anapc16","protein_coding",NA
"ENSMUSG00000020108","ENSMUSG00000020108","ensembl","3","Ddit4","protein_coding",NA
"ENSMUSG00000020109","ENSMUSG00000020109","ensembl_havana","13","Dnajb12","protein_coding",NA
"ENSMUSG00000020111","ENSMUSG00000020111","ensembl_havana","15","Micu1","protein_coding",NA
"ENSMUSG00000020114","ENSMUSG00000020114","ensembl_havana","12","Cand1","protein_coding",NA
"ENSMUSG00000020115","ENSMUSG00000020115","ensembl","2","Tbk1","protein_coding",NA
"ENSMUSG00000020116","ENSMUSG00000020116","ensembl_havana","7","Pno1","protein_coding",NA
"ENSMUSG00000020120","ENSMUSG00000020120","ensembl_havana","15","Plek","protein_coding",NA
"ENSMUSG00000020121","ENSMUSG00000020121","ensembl_havana","15","Srgap1","protein_coding",NA
"ENSMUSG00000020122","ENSMUSG00000020122","ensembl_havana","16","Egfr","protein_coding",NA
"ENSMUSG00000020123","ENSMUSG00000020123","ensembl_havana","5","Avpr1a","protein_coding",NA
"ENSMUSG00000020124","ENSMUSG00000020124","ensembl","9","Usp15","protein_coding",NA
"ENSMUSG00000020125","ENSMUSG00000020125","ensembl","6","Elane","protein_coding",NA
"ENSMUSG00000020128","ENSMUSG00000020128","ensembl_havana","15","Vps54","protein_coding",NA
"ENSMUSG00000020130","ENSMUSG00000020130","ensembl","8","Tbc1d15","protein_coding",NA
"ENSMUSG00000020131","ENSMUSG00000020131","ensembl_havana","14","Pcsk4","protein_coding",NA
"ENSMUSG00000020132","ENSMUSG00000020132","ensembl","9","Rab21","protein_coding",NA
"ENSMUSG00000020133","ENSMUSG00000020133","ensembl_havana","8","2310011J03Rik","protein_coding",NA
"ENSMUSG00000020134","ENSMUSG00000020134","ensembl_havana","13","Peli1","protein_coding",NA
"ENSMUSG00000020135","ENSMUSG00000020135","ensembl_havana","13","Apc2","protein_coding",NA
"ENSMUSG00000020137","ENSMUSG00000020137","ensembl","4","Thap2","protein_coding",NA
"ENSMUSG00000020140","ENSMUSG00000020140","ensembl_havana","15","Lgr5","protein_coding",NA
"ENSMUSG00000020142","ENSMUSG00000020142","ensembl_havana","12","Slc1a4","protein_coding",NA
"ENSMUSG00000020143","ENSMUSG00000020143","ensembl_havana","15","Dock2","protein_coding",NA
"ENSMUSG00000020149","ENSMUSG00000020149","ensembl_havana","17","Rab1a","protein_coding",NA
"ENSMUSG00000020150","ENSMUSG00000020150","ensembl_havana","13","Gamt","protein_coding",NA
"ENSMUSG00000020151","ENSMUSG00000020151","ensembl_havana","16","Ptprr","protein_coding",NA
"ENSMUSG00000020152","ENSMUSG00000020152","ensembl_havana","7","Actr2","protein_coding",NA
"ENSMUSG00000020153","ENSMUSG00000020153","ensembl_havana","14","Ndufs7","protein_coding",NA
"ENSMUSG00000020154","ENSMUSG00000020154","ensembl","9","Ptprb","protein_coding",NA
"ENSMUSG00000020155","ENSMUSG00000020155","ensembl_havana","2","Kcnmb1","protein_coding",NA
"ENSMUSG00000020156","ENSMUSG00000020156","ensembl_havana","16","Mum1","protein_coding",NA
"ENSMUSG00000020159","ENSMUSG00000020159","ensembl_havana","8","Gabrp","protein_coding",NA
"ENSMUSG00000020160","ENSMUSG00000020160","ensembl_havana","18","Meis1","protein_coding",NA
"ENSMUSG00000020163","ENSMUSG00000020163","ensembl_havana","12","Uqcr11","protein_coding",NA
"ENSMUSG00000020164","ENSMUSG00000020164","ensembl_havana","7","Kcnmb4os1","antisense",NA
"ENSMUSG00000020166","ENSMUSG00000020166","ensembl_havana","14","Cnot2","protein_coding",NA
"ENSMUSG00000020167","ENSMUSG00000020167","ensembl_havana","14","Tcf3","protein_coding",NA
"ENSMUSG00000020168","ENSMUSG00000020168","ensembl_havana","4","Olfr299","protein_coding",NA
"ENSMUSG00000020169","ENSMUSG00000020169","ensembl","4","Best3","protein_coding",NA
"ENSMUSG00000020170","ENSMUSG00000020170","ensembl","3","Frs2","protein_coding",NA
"ENSMUSG00000020171","ENSMUSG00000020171","ensembl","7","Yeats4","protein_coding",NA
"ENSMUSG00000020173","ENSMUSG00000020173","ensembl_havana","17","Cobl","protein_coding",NA
"ENSMUSG00000020175","ENSMUSG00000020175","ensembl_havana","13","Rab36","protein_coding",NA
"ENSMUSG00000020176","ENSMUSG00000020176","ensembl_havana","17","Grb10","protein_coding",NA
"ENSMUSG00000020177","ENSMUSG00000020177","ensembl_havana","12","9530003J23Rik","protein_coding",NA
"ENSMUSG00000020178","ENSMUSG00000020178","ensembl","5","Adora2a","protein_coding",NA
"ENSMUSG00000020180","ENSMUSG00000020180","ensembl_havana","9","Snrpd3","protein_coding",NA
"ENSMUSG00000020181","ENSMUSG00000020181","ensembl_havana","15","Nav3","protein_coding",NA
"ENSMUSG00000020182","ENSMUSG00000020182","ensembl_havana","16","Ddc","protein_coding",NA
"ENSMUSG00000020183","ENSMUSG00000020183","ensembl_havana","11","Cpm","protein_coding",NA
"ENSMUSG00000020184","ENSMUSG00000020184","ensembl_havana","14","Mdm2","protein_coding",NA
"ENSMUSG00000020185","ENSMUSG00000020185","ensembl_havana","16","E2f7","protein_coding",NA
"ENSMUSG00000020186","ENSMUSG00000020186","ensembl","6","Csrp2","protein_coding",NA
"ENSMUSG00000020189","ENSMUSG00000020189","ensembl","13","Osbpl8","protein_coding",NA
"ENSMUSG00000020190","ENSMUSG00000020190","ensembl_havana","13","Mknk2","protein_coding",NA
"ENSMUSG00000020191","ENSMUSG00000020191","ensembl_havana","11","4930415F15Rik","protein_coding",NA
"ENSMUSG00000020193","ENSMUSG00000020193","ensembl_havana","3","Zpbp","protein_coding",NA
"ENSMUSG00000020196","ENSMUSG00000020196","ensembl","9","Cabin1","protein_coding",NA
"ENSMUSG00000020198","ENSMUSG00000020198","ensembl","7","Ap3d1","protein_coding",NA
"ENSMUSG00000020205","ENSMUSG00000020205","ensembl_havana","8","Phlda1","protein_coding",NA
"ENSMUSG00000020211","ENSMUSG00000020211","ensembl_havana","15","Sf3a2","protein_coding",NA
"ENSMUSG00000020212","ENSMUSG00000020212","ensembl","13","Mdm1","protein_coding",NA
"ENSMUSG00000020213","ENSMUSG00000020213","ensembl","6","Glipr1l1","protein_coding",NA
"ENSMUSG00000020214","ENSMUSG00000020214","ensembl_havana","10","Glipr1l2","protein_coding",NA
"ENSMUSG00000020216","ENSMUSG00000020216","ensembl_havana","13","Jsrp1","protein_coding",NA
"ENSMUSG00000020218","ENSMUSG00000020218","ensembl_havana","11","Wif1","protein_coding",NA
"ENSMUSG00000020219","ENSMUSG00000020219","ensembl","6","Timm13","protein_coding",NA
"ENSMUSG00000020220","ENSMUSG00000020220","ensembl_havana","16","Vps13d","protein_coding",NA
"ENSMUSG00000020224","ENSMUSG00000020224","ensembl_havana","14","Llph","protein_coding",NA
"ENSMUSG00000020225","ENSMUSG00000020225","ensembl_havana","10","Tmbim4","protein_coding",NA
"ENSMUSG00000020226","ENSMUSG00000020226","ensembl_havana","9","Slc5a4b","protein_coding",NA
"ENSMUSG00000020227","ENSMUSG00000020227","ensembl_havana","10","Irak3","protein_coding",NA
"ENSMUSG00000020228","ENSMUSG00000020228","ensembl_havana","11","Helb","protein_coding",NA
"ENSMUSG00000020229","ENSMUSG00000020229","ensembl","4","Slc5a4a","protein_coding",NA
"ENSMUSG00000020230","ENSMUSG00000020230","ensembl_havana","14","Prmt2","protein_coding",NA
"ENSMUSG00000020231","ENSMUSG00000020231","ensembl_havana","15","Dip2a","protein_coding",NA
"ENSMUSG00000020232","ENSMUSG00000020232","ensembl_havana","17","Hmg20b","protein_coding",NA
"ENSMUSG00000020234","ENSMUSG00000020234","ensembl_havana","10","4930404N11Rik","protein_coding",NA
"ENSMUSG00000020235","ENSMUSG00000020235","ensembl_havana","16","Fzr1","protein_coding",NA
"ENSMUSG00000020238","ENSMUSG00000020238","ensembl_havana","14","Ncln","protein_coding",NA
"ENSMUSG00000020241","ENSMUSG00000020241","ensembl_havana","13","Col6a2","protein_coding",NA
"ENSMUSG00000020246","ENSMUSG00000020246","ensembl_havana","13","Hcfc2","protein_coding",NA
"ENSMUSG00000020248","ENSMUSG00000020248","ensembl_havana","18","Nfyb","protein_coding",NA
"ENSMUSG00000020250","ENSMUSG00000020250","ensembl","9","Txnrd1","protein_coding",NA
"ENSMUSG00000020251","ENSMUSG00000020251","ensembl_havana","13","Glt8d2","protein_coding",NA
"ENSMUSG00000020253","ENSMUSG00000020253","ensembl_havana","14","Ppm1m","protein_coding",NA
"ENSMUSG00000020255","ENSMUSG00000020255","ensembl","7","D10Wsu102e","protein_coding",NA
"ENSMUSG00000020256","ENSMUSG00000020256","ensembl_havana","14","Aldh1l2","protein_coding",NA
"ENSMUSG00000020257","ENSMUSG00000020257","ensembl_havana","12","Wdr82","protein_coding",NA
"ENSMUSG00000020258","ENSMUSG00000020258","ensembl_havana","15","Glyctk","protein_coding",NA
"ENSMUSG00000020260","ENSMUSG00000020260","ensembl","8","Pofut2","protein_coding",NA
"ENSMUSG00000020261","ENSMUSG00000020261","ensembl_havana","15","Slc36a1","protein_coding",NA
"ENSMUSG00000020262","ENSMUSG00000020262","ensembl_havana","15","Adarb1","protein_coding",NA
"ENSMUSG00000020263","ENSMUSG00000020263","ensembl_havana","14","Appl2","protein_coding",NA
"ENSMUSG00000020264","ENSMUSG00000020264","ensembl_havana","5","Slc36a2","protein_coding",NA
"ENSMUSG00000020265","ENSMUSG00000020265","ensembl_havana","15","Sumo3","protein_coding",NA
"ENSMUSG00000020267","ENSMUSG00000020267","ensembl_havana","6","Hint1","protein_coding",NA
"ENSMUSG00000020268","ENSMUSG00000020268","ensembl_havana","13","Lyrm7","protein_coding",NA
"ENSMUSG00000020270","ENSMUSG00000020270","ensembl_havana","9","Smim23","protein_coding",NA
"ENSMUSG00000020271","ENSMUSG00000020271","ensembl_havana","17","Fbxw11","protein_coding",NA
"ENSMUSG00000020272","ENSMUSG00000020272","ensembl_havana","8","Stk10","protein_coding",NA
"ENSMUSG00000020273","ENSMUSG00000020273","ensembl_havana","13","Papolg","protein_coding",NA
"ENSMUSG00000020275","ENSMUSG00000020275","ensembl_havana","9","Rel","protein_coding",NA
"ENSMUSG00000020277","ENSMUSG00000020277","ensembl_havana","9","Pfkl","protein_coding",NA
"ENSMUSG00000020279","ENSMUSG00000020279","ensembl_havana","10","Il9r","protein_coding",NA
"ENSMUSG00000020280","ENSMUSG00000020280","ensembl_havana","12","Pus10","protein_coding",NA
"ENSMUSG00000020282","ENSMUSG00000020282","ensembl_havana","18","Rhbdf1","protein_coding",NA
"ENSMUSG00000020283","ENSMUSG00000020283","ensembl_havana","5","Pex13","protein_coding",NA
"ENSMUSG00000020284","ENSMUSG00000020284","ensembl_havana","16","1810043G02Rik","protein_coding",NA
"ENSMUSG00000020286","ENSMUSG00000020286","ensembl_havana","12","1700093K21Rik","protein_coding",NA
"ENSMUSG00000020287","ENSMUSG00000020287","ensembl_havana","15","Mpg","protein_coding",NA
"ENSMUSG00000020288","ENSMUSG00000020288","ensembl_havana","13","Ahsa2","protein_coding",NA
"ENSMUSG00000020289","ENSMUSG00000020289","ensembl_havana","15","Nprl3","protein_coding",NA
"ENSMUSG00000020290","ENSMUSG00000020290","ensembl_havana","14","Xpo1","protein_coding",NA
"ENSMUSG00000020295","ENSMUSG00000020295","ensembl_havana","1","Hbq1a","protein_coding",NA
"ENSMUSG00000020297","ENSMUSG00000020297","ensembl_havana","10","Nsg2","protein_coding",NA
"ENSMUSG00000020299","ENSMUSG00000020299","ensembl_havana","6","4930524B15Rik","protein_coding",NA
"ENSMUSG00000020300","ENSMUSG00000020300","ensembl_havana","14","Cpeb4","protein_coding",NA
"ENSMUSG00000020303","ENSMUSG00000020303","ensembl_havana","2","Stc2","protein_coding",NA
"ENSMUSG00000020305","ENSMUSG00000020305","ensembl_havana","13","Asb3","protein_coding",NA
"ENSMUSG00000020307","ENSMUSG00000020307","ensembl","14","Cdc34","protein_coding",NA
"ENSMUSG00000020308","ENSMUSG00000020308","ensembl","5","Tpgs1","protein_coding",NA
"ENSMUSG00000020309","ENSMUSG00000020309","ensembl_havana","6","Chac2","protein_coding",NA
"ENSMUSG00000020310","ENSMUSG00000020310","ensembl","8","Madcam1","protein_coding",NA
"ENSMUSG00000020311","ENSMUSG00000020311","ensembl_havana","17","Erlec1","protein_coding",NA
"ENSMUSG00000020312","ENSMUSG00000020312","ensembl_havana","11","Shc2","protein_coding",NA
"ENSMUSG00000020315","ENSMUSG00000020315","ensembl_havana","18","Sptbn1","protein_coding",NA
"ENSMUSG00000020317","ENSMUSG00000020317","ensembl_havana","14","Theg","protein_coding",NA
"ENSMUSG00000020319","ENSMUSG00000020319","ensembl_havana","9","Wdpcp","protein_coding",NA
"ENSMUSG00000020321","ENSMUSG00000020321","ensembl_havana","15","Mdh1","protein_coding",NA
"ENSMUSG00000020323","ENSMUSG00000020323","ensembl_havana","14","Prss57","protein_coding",NA
"ENSMUSG00000020325","ENSMUSG00000020325","ensembl_havana","10","Fstl3","protein_coding",NA
"ENSMUSG00000020326","ENSMUSG00000020326","ensembl_havana","7","Ccng1","protein_coding",NA
"ENSMUSG00000020327","ENSMUSG00000020327","ensembl","3","Fgf22","protein_coding",NA
"ENSMUSG00000020328","ENSMUSG00000020328","ensembl_havana","10","Nudcd2","protein_coding",NA
"ENSMUSG00000020329","ENSMUSG00000020329","ensembl_havana","12","Polrmt","protein_coding",NA
"ENSMUSG00000020330","ENSMUSG00000020330","ensembl_havana","16","Hmmr","protein_coding",NA
"ENSMUSG00000020331","ENSMUSG00000020331","ensembl_havana","9","Hcn2","protein_coding",NA
"ENSMUSG00000020332","ENSMUSG00000020332","ensembl_havana","7","Meikin","protein_coding",NA
"ENSMUSG00000020333","ENSMUSG00000020333","ensembl_havana","17","Acsl6","protein_coding",NA
"ENSMUSG00000020334","ENSMUSG00000020334","ensembl_havana","6","Slc22a4","protein_coding",NA
"ENSMUSG00000020335","ENSMUSG00000020335","ensembl_havana","13","Zfp354b","protein_coding",NA
"ENSMUSG00000020340","ENSMUSG00000020340","ensembl_havana","16","Cyfip2","protein_coding",NA
"ENSMUSG00000020346","ENSMUSG00000020346","ensembl_havana","16","Mgat1","protein_coding",NA
"ENSMUSG00000020349","ENSMUSG00000020349","ensembl_havana","4","Ppp2ca","protein_coding",NA
"ENSMUSG00000020354","ENSMUSG00000020354","ensembl_havana","15","Sgcd","protein_coding",NA
"ENSMUSG00000020357","ENSMUSG00000020357","ensembl_havana","3","Flt4","protein_coding",NA
"ENSMUSG00000020358","ENSMUSG00000020358","ensembl_havana","17","Hnrnpab","protein_coding",NA
"ENSMUSG00000020359","ENSMUSG00000020359","ensembl_havana","13","Phykpl","protein_coding",NA
"ENSMUSG00000020361","ENSMUSG00000020361","ensembl_havana","13","Hspa4","protein_coding",NA
"ENSMUSG00000020362","ENSMUSG00000020362","ensembl_havana","13","Cnot6","protein_coding",NA
"ENSMUSG00000020363","ENSMUSG00000020363","ensembl_havana","6","Gfpt2","protein_coding",NA
"ENSMUSG00000020364","ENSMUSG00000020364","ensembl_havana","14","Zfp354a","protein_coding",NA
"ENSMUSG00000020366","ENSMUSG00000020366","ensembl_havana","18","Mapk9","protein_coding",NA
